Name,Price,Release Date,Publisher,Developer,Percent Positive Reviews (30 days),Total Number Reviews (30 days),PerPosRevAT,Total Number Reviews (All Time),Genere(s),Storage Capacity,Mac?,Windows?,Steam OS + Linux?
Hatoful Boyfriend, 29.99 ,9/4/2014,"Mediatonic,","Mediatonic, Hato Moa,",92,13,94,4653,"Visual Novel, Anime, Dating Sim, Female Protagonist, Story Rich, Comedy, Otome, Romance, Multiple Endings, Singleplayer, Indie, Simulation, Funny, Casual, Great Soundtrack, Parody , Memes, Mystery, Illuminati, Adventure,",300 MB available space,1,1,1
Worms Reloaded, 19.99 ,8/26/2010,"Team17 Digital Ltd,","Team17 Digital Ltd,",96,27,85,2636,"Strategy, 2D, Turn-Based, Multiplayer, Local Multiplayer, Turn-Based Strategy, Funny, Classic, Online Co-Op, Comedy, Action, Local Co-Op, Team-Based, Singleplayer, Tactical, Competitive, Side Scroller, Co-op, 4 Player Local, Party,",N/A,1,1,1
Niplheim's Hunter - Branded Azel, 59.99 ,1/7/2019,"Kagura Games,","Black Train,",83,12,92,589,"RPG, Nudity, Sexual Content, Mature, Anime, RPGMaker, Female Protagonist, NSFW, JRPG, Hentai, Adventure, Singleplayer, Fantasy,",500 MB available space,0,1,0
Disney•Pixar Cars, 19.99 ,7/6/2006,"THQ, Disney,","Beenox,",84,13,84,677,"World War II, NSFW, Gore, Violent, Anime, Cold War, Dating Sim, Post-apocalyptic, Horror, Mature, Survival Horror, War, Shooter, Racing, Adventure, Story Rich, Open World, Great Soundtrack, Family Friendly, Memes,",500 MB available space,0,1,0
Nancy Drew®: The Shattered Medallion, 29.99 ,5/20/2014,"HeR Interactive,","HeR Interactive,",N/A,N/A,50,36,"Adventure, Puzzle, Great Soundtrack, Detective, Point & Click, Funny, Classic, Story Rich, Drama, Mouse only, 2.5D, Female Protagonist, Atmospheric, Exploration, Casual, 2D, Based On A Novel, Visual Novel, Linear, Cult Classic,",3 GB available space,0,1,0
Turbo Dismount™, 9.99 ,5/21/2014,"Secret Exit Ltd.,","Secret Exit Ltd.,",10,28,92,4372,"Funny, Simulation, Physics, Destruction, Automobile Sim, Singleplayer, Action, Indie, Sandbox, Comedy, Driving, Casual, Great Soundtrack, Racing, First-Person, Adventure, Third Person, Family Friendly, Moddable, Strategy,",300 MB available space,1,1,0
Tear and the Library of Labyrinths, 19.99 ,11/7/2020,"Kagura Games,","Acerola,",N/A,N/A,89,189,"Sexual Content, JRPG, RPG, Adventure, Anime, Female Protagonist, Fantasy, Turn-Based Combat, Indie, Singleplayer, Nudity, Magic, 2D, Hentai, RPGMaker, Multiple Endings, Memes, Funny, NSFW, Mature,",2 GB available space,0,1,0
GUN™, 960.47 ,11/17/2005,"Activision,","Neversoft,",92,13,90,1127,"Western, Action, Open World, Third-Person Shooter, Classic, Singleplayer, Adventure, Shooter, Atmospheric, Third Person, Story Rich, Sandbox, Gore, Great Soundtrack, Violent, Cult Classic, Bullet Time, RPG,",N/A,0,1,0
Bad North: Jotunn Edition, 0 ,11/16/2018,"Raw Fury,","Plausible Concept, Oskar Stålberg,",93,228,91,4334,"Real Time Tactics, Roguelite, Minimalist, Tower Defense, Cute, RTS, Strategy, Simulation, Action Roguelike, Action, Touch-Friendly, Singleplayer, Tactical, Casual, Isometric, Stylized, Difficult, Atmospheric, Perma Death, Roguelike,",200 MB available space,1,1,0
Fateful Hour Bundle, 39.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Ticket to Ride - Collection Bundle, 59.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Red Faction Guerrilla Re-Mars-tered, 39.99 ,7/3/2018,"Deep Silver,","Volition, KAIKO,",87,24,79,2130,"Destruction, Open World, Third-Person Shooter, Mars, Sci-fi, Physics, Action, Sandbox, Singleplayer, Gore, Multiplayer, Third Person, Shooter, Great Soundtrack, Violent, Adventure, Co-op,",32 GB available space,0,1,0
Trials Fusion™, 14.99 ,4/24/2014,"Ubisoft,","RedLynx, in collaboration with Ubisoft Shanghai, Ubisoft Kiev,",N/A,N/A,68,1821,"Racing, Multiplayer, Singleplayer, Physics, Local Multiplayer, Sports, Futuristic, Platformer, Action, Funny, 2.5D, Level Editor, Difficult, Competitive, 2D, Casual, Simulation, Arcade, Great Soundtrack, Adventure,",8 GB available space,0,1,0
START AGAIN: a prologue, 10.99 ,8/18/2021,"insertdisc5,","insertdisc5,",N/A,N/A,10,36,"Time Travel, Story Rich, Exploration, Party-Based RPG, RPG, Turn-Based Combat, LGBTQ+, 2D, Psychological Horror, JRPG, Text-Based, Top-Down, Choices Matter, Controller, Multiple Endings, Narration, Pixel Graphics, Fantasy, Magic, Medieval,",2 GB available space,0,1,0
The Pedestrian, 0 ,1/29/2020,"Skookum Arts,","Skookum Arts,",94,19,97,2197,"Puzzle, Puzzle Platformer, Logic, Side Scroller, Platformer, Atmospheric, Building, Female Protagonist, 3D, 2D Platformer, 2.5D, Mystery, Adventure, Colorful, Relaxing, Cute, Surreal, Minimalist, Family Friendly, Emotional,",4 GB available space,1,1,1
Tomb Raider, 19.99 ,3/5/2013,"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux),","Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes,",96,725,96,121344,"Adventure, Action, Female Protagonist, Third Person, Singleplayer, Story Rich, Third-Person Shooter, Multiplayer, Exploration, Quick-Time Events, Action-Adventure, Atmospheric, Shooter, Stealth, Puzzle, Cinematic, Platformer, RPG, Reboot, 3D Vision,",N/A,1,1,1
Spirit of the North, 19.99 ,5/7/2020,"Merge Games,","Infuse Studio,",79,62,89,1414,"Adventure, Indie, Casual, Puzzle, Experience, Exploration, Relaxing, Great Soundtrack, 3D, Singleplayer, Walking Simulator, Beautiful, Atmospheric,",4 GB available space,0,1,0
Hob, 64.96 ,9/26/2017,"Runic Games,","Runic Games,",95,20,89,3492,"Adventure, Action, Singleplayer, Indie, Platformer, Puzzle, Open World, Exploration, Puzzle Platformer, 3D Platformer, Metroidvania, Atmospheric, Controller, RPG, Great Soundtrack, Hack and Slash, Action RPG, Action-Adventure, Colorful, Fantasy,",5 GB available space,0,1,0
Mars Horizon, 29.99 ,11/17/2020,"The Irregular Corporation,","Auroch Digital,",81,11,84,1768,"Management, Space, Strategy, Education, Mars, Space Sim, Science, Choices Matter, Historical, Building, Alternate History, Exploration, Turn-Based, Simulation, Stylized, Logic, Immersive Sim, Resource Management, Singleplayer, Physics,",4 GB available space,1,1,0
Atrio: The Dark Wild, 19.99 ,8/10/2021,"Isto Inc.,","Isto Inc.,",N/A,N/A,90,109,"Early Access, Survival, Crafting, Open World Survival Craft, 2D, Automation, Open World, Base Building, Creature Collector, Sandbox, Story Rich, Dark, Singleplayer, Strategy, Resource Management, Isometric, Survival Horror, Management, Stylized, Post-apocalyptic,",4 GB available space,0,1,0
Beat Saber - Panic! at the Disco Music Pack, 29.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Hacknet, 70.33 ,8/12/2015,"Fellow Traveller,","Team Fractal Alligator,",96,100,93,11569,"Hacking, Simulation, Story Rich, Typing, Programming, Singleplayer, Choices Matter, Crime, Atmospheric, Great Soundtrack, Cyberpunk, Detective, 2D, Adventure, Logic, Difficult, Education, Dystopian , Sci-fi, Indie,",500 MB available space,1,1,1
Tom Clancy's Splinter Cell®, 59.99 ,2/18/2003,"Ubisoft,","Ubisoft,",10,17,87,1796,"Stealth, Action, Third Person, Singleplayer, Classic, Shooter, Atmospheric, Adventure, Third-Person Shooter, Multiplayer, Difficult, Controller, Co-op, Tactical, Strategy,",N/A,0,1,0
Nuclear Throne, 19.99 ,12/5/2015,"Vlambeer,","Vlambeer,",95,102,96,11110,"Action Roguelike, Roguelike, Indie, Difficult, Pixel Graphics, Bullet Hell, Action, Roguelite, Top-Down Shooter, Great Soundtrack, Post-apocalyptic, Shooter, Local Co-Op, Singleplayer, Top-Down, 2D, Twin Stick Shooter, Perma Death, RPG, Local Multiplayer,",200 MB available space,1,1,1
Sky Rogue, 19.99 ,8/24/2017,"Fractal Phase,","Fractal Phase,",N/A,N/A,92,751,"Indie, Flight, Jet, 3D, Controller, Roguelite, Procedural Generation, Vehicular Combat, Simulation, Action Roguelike, Action, Arcade, Colorful, Singleplayer, Moddable, Local Co-Op, Perma Death, Retro, Military, Futuristic,",200 MB available space,1,1,1
No More Heroes, 39.99 ,6/9/2021,"XSEED Games, Marvelous USA, Inc., Marvelous,","GRASSHOPPER MANUFACTURE INC.,",74,43,74,536,"Action, Comedy, Assassin, Beat 'em up, Hack and Slash, Blood, Violent, Motorbike, Cats, Combat, Gore, Singleplayer, 3D, Third Person, Sexual Content, Nudity, Cult Classic, Great Soundtrack, Anime, Open World,",4 GB available space,0,1,0
Airport Madness 3D: Volume 2, 19.99 ,11/22/2017,"Big Fat Simulations Inc.,","Big Fat Simulations Inc.,",N/A,N/A,80,102,"Casual, Simulation, Adventure,",200 MB available space,1,1,0
Jetborne Racing, 9.99 ,5/27/2021,"Boundless Dynamics, LLC,","Boundless Dynamics, LLC,",N/A,N/A,96,272,"Racing, Simulation, Flight, VR, Multiplayer, Immersive Sim, Futuristic, Physics, Indie, Singleplayer,",3 GB available space,0,1,0
Event[0], 70.33 ,9/14/2016,"Ocelot Society,","Ocelot Society,",N/A,N/A,78,1220,"Adventure, Sci-fi, Atmospheric, Indie, Space, Singleplayer, First-Person, Mystery, Choices Matter, Story Rich, Multiple Endings, Artificial Intelligence, Exploration, Short, Dynamic Narration, Narration, Walking Simulator, Horror, Text-Based, Typing,",10 GB available space,1,1,0
Hitman: Blood Money, 59.99 ,5/30/2006,"Io-Interactive A/S,","Io-Interactive A/S,",91,62,93,7910,"Stealth, Action, Assassin, Singleplayer, Third Person, Classic, Great Soundtrack, Third-Person Shooter, Cult Classic, Sandbox, Puzzle, Replay Value, Crime, Shooter, Atmospheric, Difficult, First-Person, Strategy, Dark, Simulation,",N/A,0,1,0
Capcom Beat 'Em Up Bundle, 19.99 ,10/10/2018,"CAPCOM Co., Ltd.,","CAPCOM Co., Ltd.,",N/A,N/A,86,611,"Beat 'em up, Action, Arcade, Classic, Retro, Co-op, Pixel Graphics, 1990's, 2D, Local Co-Op, Multiplayer,",２ GB available space,0,1,0
YIIK: A Postmodern RPG, 19.99 ,1/17/2019,"Ysbryd Games,","Ackk Studios,",N/A,N/A,56,187,"JRPG, Turn-Based, Turn-Based Strategy, RPG, Third Person, Psychological Horror, Funny, Story Rich, Surreal, Turn-Based Combat, Choices Matter, Multiple Endings, Narration, Anime, Colorful, Stylized, Mystery, Psychedelic, 1990's, Illuminati,",4 GB available space,1,1,0
LEGO® The Hobbit™, 19.99 ,4/8/2014,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac),","Traveller's Tales, Feral Interactive (Mac),",90,44,77,3164,"LEGO, Adventure, Action, Local Co-Op, Open World, Multiplayer, Funny, Singleplayer, Co-op, Fantasy, Family Friendly, Comedy, Third Person, Atmospheric, Split Screen, RPG, Puzzle, Controller, Strategy, Casual,",10 GB available space,0,1,0
Survive on Raft, 9.99 ,7/5/2019,"IO Games,","IO Games,",69,13,65,428,"Simulation, Indie, Multiplayer, Survival, Open World Survival Craft, Crafting, Singleplayer, Building, Open World, Sandbox, Base Building, First-Person, Adventure, Exploration, Fishing, Action, Inventory Management, Realistic, Resource Management, Difficult,",500 MB available space,0,1,0
theBlu, 9.99 ,4/5/2016,"Wevr, Inc.,","Wevr, Inc.,",N/A,N/A,84,1183,"VR, Simulation, Adventure, Casual, Indie, Underwater, Horror, Experience,",4 GB available space,0,1,0
Close Combat: Modern Tactics, 29.99 ,11/15/2007,"Slitherine Ltd.,","Strategy 3 Tactics,",N/A,N/A,N/A,N/A,"Strategy, Simulation, Real Time Tactics, Wargame, 2D, Realistic, Top-Down, War, Tactical, PvP, Combat, Multiplayer, Singleplayer, Modern,",1500 MB available space,0,1,0
Weedcraft Inc, 44.99 ,4/11/2019,"Devolver Digital,","Vile Monarch,",N/A,N/A,81,1085,"Simulation, Strategy, Indie, Management, Medical Sim, Singleplayer, Casual, Clicker, Crafting, Great Soundtrack, Comedy, Realistic, Crime,",6 GB available space,1,1,0
UNREAL LIFE, 39.99 ,11/19/2020,"room6, yokaze,","hako life, hako 生活,",N/A,N/A,97,375,"Adventure, Pixel Graphics, Story Rich, Side Scroller, Exploration, Atmospheric, Indie, Dark Fantasy, Point & Click, Puzzle, 2D, Multiple Endings, Mystery, Singleplayer, Female Protagonist, Anime,",N/A,1,1,0
Live2DViewerEX, 34.99 ,8/19/2021,"Pavo Studio,","Pavo Studio,",88,43,92,2065,"Animation & Modeling, Anime, Utilities, Early Access, Software, Sexual Content,",1.5 GB available space,1,1,0
Zelter, 9.99 ,10/22/2020,"Super.com,","G1 Playground,",30,13,53,1275,"Voxel, Zombies, Survival, Post-apocalyptic, Building, Open World, Exploration, Simulation, Online Co-Op, Singleplayer, Procedural Generation, Character Customization, Survival Horror, FPS, Action, Sandbox, Early Access, Open World Survival Craft, RPG, Pixel Graphics,",2 GB available space,0,1,0
Paradise Killer, 39.99 ,9/4/2020,"Fellow Traveller, Leoful,","Kaizen Game Works,",95,64,95,1554,"Story Rich, Investigation, Open World, Female Protagonist, Exploration, Detective, First-Person, Point & Click, Surreal, Choices Matter, RPG, Stylized, Multiple Endings, Crime, Atmospheric, Mystery, Psychedelic, Adventure, Singleplayer, Beautiful,",6 GB available space,0,1,0
Dreadhalls, 9.99 ,3/9/2017,"White Door Games,","White Door Games,",N/A,N/A,94,264,"Adventure, Indie, VR, Horror, Atmospheric, Procedural Generation,",1024 MB available space,0,1,0
LUFTRAUSERS, 19.99 ,3/18/2014,"Devolver Digital,","Vlambeer,",N/A,N/A,92,2977,"Indie, Bullet Hell, Arcade, Action, Pixel Graphics, 2D, Shoot 'Em Up, Great Soundtrack, Singleplayer, Retro, Shooter, Fast-Paced, Flight, Addictive, Difficult, World War II, Simulation, Roguelike, Replay Value, Score Attack,",200 MB available space,1,1,1
GemCraft - Chasing Shadows, 39.99 ,4/30/2015,"Armor Games Studios,","Game in a Bottle,",92,13,96,2775,"Tower Defense, Strategy, Indie, Singleplayer, Action, Top-Down, Fantasy, Tactical, 2D, Difficult, Classic, Great Soundtrack, Puzzle,",100 MB available space,0,1,0
The Witness + Braid, 43.98 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Outer Wilds - Original Soundtrack, 9.99 ,6/18/2020,"Annapurna Interactive,","Mobius Digital,",N/A,N/A,98,57,"Soundtrack,",175 MB available space,0,1,0
Knock on the Coffin Lid, 24.99 ,4/8/2020,"RED BOON,","RED BOON,",92,14,85,343,"RPG, Indie, Strategy, Early Access, Card Game, Deckbuilding, Card Battler, Roguelite, Turn-Based, Roguelike, Singleplayer, Replay Value, Difficult, 2D, Atmospheric, Story Rich, Great Soundtrack, Perma Death, Roguelike Deckbuilder,",1 GB available space,0,1,0
Ostranauts, 14.99 ,9/10/2020,"Modern Wolf,","Blue Bottle Games,",76,13,74,394,"Early Access, Immersive Sim, Space, Management, Exploration, Survival, Open World Survival Craft, Colony Sim, Base Building, Open World, Space Sim, Building, Character Customization, RPG, Strategy, 2D, Lore-Rich, Procedural Generation, Pixel Graphics, Simulation,",500 MB available space,0,1,0
Nancy Drew®: Sea of Darkness, 29.99 ,5/19/2015,"HeR Interactive,","HeR Interactive,",N/A,N/A,89,83,"Adventure, Point & Click, Story Rich, Great Soundtrack, Puzzle, Classic, Funny, Drama, Mouse only, Detective, Mystery, Female Protagonist, Exploration, Atmospheric, Casual, Remake, Based On A Novel, 2D, 2.5D, Cult Classic,",3 GB available space,0,1,0
Sports Bar VR, 59.99 ,6/1/2016,"Perilous Orbit,","Cherry Pop Games, Perilous Orbit,",N/A,N/A,86,747,"VR, Sports, Simulation, Casual, Indie, Pool, Local Multiplayer, Strategy, Physics, Addictive, Multiplayer,",2 GB available space,0,1,0
Halloween Stories: Horror Movie Collector's Edition, 187.81 ,10/1/2021,"Big Fish Games,","Elephant Games,",N/A,N/A,N/A,N/A,"Hidden Object, Point & Click, Female Protagonist, Detective, Horror, Casual, Linear, Story Rich, Colorful, Magic, Thriller, Atmospheric, Investigation, Adventure, Mystery, Dark, Singleplayer, Movie,",1096 MB available space,0,1,0
Road 96 Hitchhiker Bundle, 14.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Contraption Maker, 9.99 ,7/7/2014,"Top Meadow,","Game Dev Castle,",N/A,N/A,92,763,"Puzzle, Building, Programming, Automation, Simulation, Singleplayer, Logic, Difficult, Physics, Sandbox, Casual, 2D, Lemmings, Level Editor, Co-op, Moddable, Touch-Friendly, Nostalgia, Online Co-Op, Indie,",300 MB available space,1,1,1
Guild of Dungeoneering, 24.99 ,7/14/2015,"Gambrinous,","Gambrinous,",N/A,N/A,75,1380,"Roguelike Deckbuilder, Roguelike, Deckbuilding, RPG, Card Game, Turn-Based, Indie, Dungeon Crawler, Singleplayer, Roguelite, Strategy, 2D, Comedy, Great Soundtrack, Funny, Fantasy, Cute, Difficult, Mouse only, Family Friendly,",750 MB available space,1,1,0
Crypto Mining Simulator, 29.99 ,4/24/2021,"Stanislaw Dev,","Stanislaw Dev,",62,29,67,487,"Idler, Sandbox, Building, Economy, Game Development, Hacking, Mining, Programming, Robots, Artificial Intelligence, Automation, Trading, Arcade, eSports, 3D, First-Person, VR, Simulation, Multiple Endings, Casual,",1 GB available space,0,1,0
SCP: Blackout, 29.99 ,8/9/2019,"None,","Mahelyk,",N/A,N/A,71,199,"Horror, Indie, Early Access, VR, Survival Horror, First-Person, Psychological Horror, Singleplayer, Great Soundtrack, Atmospheric, Mystery, Story Rich, Difficult, Action, Replay Value, Multiplayer, Sci-fi, Gore,",12 GB available space,0,1,0
Verdant Skies, 24.99 ,2/12/2018,"Howling Moon Software,","Howling Moon Software,",N/A,N/A,82,297,"Farming Sim, Casual, Simulation, Story Rich, Building, RPG, Moddable, Indie, Adventure, Dating Sim, Farming, Agriculture, Crafting, LGBTQ+, Singleplayer, Fishing, Third Person, Relaxing, Sandbox, Cute,",2 GB available space,1,1,1
Goat Simulator: GOATY, 27.85 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
The Golf Club VR, 9.99 ,2/24/2017,"HB Studios,","HB Studios,",N/A,N/A,69,466,"Sports, Simulation, Indie, VR, Golf,",4 GB available space,0,1,0
Insurmountable, 14.99 ,4/29/2021,"ByteRockers' Games,","ByteRockers' Games,",N/A,N/A,89,266,"Strategy, Roguelike, Adventure, Indie, Singleplayer, Turn-Based Tactics, Resource Management, Choices Matter, Survival, Replay Value, Perma Death, Tactical, Atmospheric, Nature, Management, Stylized, Simulation, Text-Based, Exploration, Roguelite,",4 GB available space,0,1,0
Muv-Luv photonflowers*, 24.99 ,8/2/2019,"aNCHOR Inc.,","aNCHOR Inc.,",N/A,N/A,96,127,"Sexual Content, Adventure, Visual Novel, Casual, Gore, Violent, Nudity, Anime, Story Rich, Sci-fi, Kickstarter, Post-apocalyptic, Crowdfunded, Mechs, Great Soundtrack, Romance,",4 GB available space,0,1,0
Mainframe Defenders, 44.99 ,2/25/2020,"Mega9pixel,","Synthetic Domain,",N/A,N/A,94,392,"Puzzle, Traditional Roguelike, Futuristic, Sandbox, 2D, Tactical RPG, 1980s, 1990's, Colorful, Atmospheric, Military, Mechs, Robots, Cyberpunk, Tanks, JRPG, Indie, Tactical, Roguelite, Replay Value,",200 MB available space,0,1,1
"Warhammer® 40,000: Dawn of War® II Chaos Rising", 59.99 ,3/10/2010,"SEGA, Feral Interactive (Mac/Linux),","Relic Entertainment, Feral Interactive (Mac/Linux),",82,23,88,1362,"Strategy, Warhammer 40K, RTS, Sci-fi, Multiplayer, Games Workshop, Tactical, Co-op, Real-Time, RPG, Singleplayer, Action, Great Soundtrack, Gore, Real Time Tactics, Futuristic,",8GB HD space,1,1,1
Dungeons & Dragons: Chronicles of Mystara, 19.99 ,6/18/2013,"Capcom,","Iron Galaxy Studios,",N/A,N/A,81,972,"Beat 'em up, Arcade, Action, RPG, Online Co-Op, Local Co-Op, Adventure, Dungeons & Dragons, Side Scroller, Co-op, Classic, 4 Player Local, Fantasy, 2D, Retro, Local Multiplayer, Pixel Graphics, Singleplayer,",N/A,0,1,0
Nancy Drew®: The Haunted Carousel, 29.99 ,8/22/2003,"HeR Interactive,","HeR Interactive,",N/A,N/A,91,101,"Adventure, Point & Click, Puzzle, Great Soundtrack, Classic, Detective, Female Protagonist, Mouse only, Drama, Funny, 2.5D, Retro, Story Rich, Casual, Exploration, Atmospheric, 2D, Based On A Novel, 1990's, Linear,",N/A,0,1,0
Magical Swordmaiden, 19.99 ,12/19/2020,"Kagura Games, MangaGamer,","Lunasoft,",N/A,N/A,71,67,"RPG, Indie, Female Protagonist, Action, Anime, Sexual Content, Hack and Slash, JRPG, Memes, Nudity, RPGMaker,",150 MB available space,0,1,0
Disney Infinity 2.0: Gold Edition, 19.99 ,12/9/2016,"Disney,","Avalanche Software, Heavy Iron Studios,",N/A,N/A,90,151,"Action, Adventure, Sandbox, Open World, Superhero,",10 GB available space,0,1,0
Guild Wars® Game of the Year Edition, 19.99 ,4/28/2005,"NCSOFT,","ArenaNet®,",N/A,N/A,N/A,N/A,"RPG, Massively Multiplayer, Fantasy, Story Rich,",N/A,0,1,0
Fisti-Fluffs, 1.99 ,9/23/2021,"Rogue Games, Inc.,","Playfellow Studio,",N/A,N/A,60,10,"Action, Casual, Simulation, Fighting, Battle Royale, Beat 'em up, Cartoon, Cartoony, Colorful, Cute, Cats, Hand-drawn, Stylized, Destruction, Dog, Family Friendly, Sports, Funny, Memes, Arcade,",3 GB available space,0,1,0
Disney Infinity 3.0: Gold Edition, 29.99 ,12/9/2016,"Disney,","Avalanche Software, Heavy Iron Studios,",N/A,N/A,84,443,"Adventure, Action, Sandbox, Family Friendly, Multiplayer, Open World, Third Person, Building,",15 GB available space,0,1,0
